cluster,pose_index,description
6,109,"a person walks forward while slightly favoring the left.#a/DET person/NOUN walk/VERB forward/ADV while/SCONJ slightly/ADV favor/VERB the/DET left/NOUN#0.0#0.0
a person walks forward and stops#a/DET person/NOUN walk/VERB forward/ADV and/CCONJ stop/NOUN#0.0#0.0
a person walks forward while holding their arms still#a/DET person/NOUN walk/VERB forward/ADV while/SCONJ hold/VERB their/DET arm/NOUN still/ADV#0.0#0.0
"
6,114,"a person walking forward motion.#a/DET person/NOUN walk/VERB forward/ADV motion/NOUN#0.0#0.0
person walks up and puts their left leg on an object#person/NOUN walk/VERB up/ADP and/CCONJ put/VERB their/DET left/ADJ leg/NOUN on/ADP an/DET object/NOUN#0.0#0.0
a person walks forward and then raises his right leg to scratch his knee.#a/DET person/NOUN walk/VERB forward/ADV and/CCONJ then/ADV raise/VERB his/DET right/ADJ leg/NOUN to/PART scratch/VERB his/DET knee/NOUN#0.0#0.0
"
6,116,"a person walking in a store#a/DET person/NOUN walk/VERB in/ADP a/DET store/NOUN#0.0#0.0
a person starts walking and veers off on a curve towards the left.#a/DET person/NOUN start/VERB walk/VERB and/CCONJ veer/VERB off/ADV on/ADP a/DET curve/NOUN towards/ADP the/DET left/NOUN#0.0#0.0
a person walks in an arch#a/DET person/NOUN walk/VERB in/ADP an/DET arch/NOUN#0.0#0.0
"
6,121,"a person throws a football the steps left and cradles their hand as if it was hurt.#a/DET person/NOUN throw/VERB a/DET football/NOUN the/DET step/NOUN left/VERB and/CCONJ cradle/VERB their/DET hand/NOUN as/SCONJ if/SCONJ it/PRON was/AUX hurt/VERB#0.0#0.0
a person is standing and uses left hand to throw or indicate something. the person then bends forward with hands together as if they are catching something.#a/DET person/NOUN is/AUX stand/VERB and/CCONJ use/VERB left/ADJ hand/NOUN to/PART throw/VERB or/CCONJ indicate/VERB something/PRON the/DET person/NOUN then/ADV bend/VERB forward/ADV with/ADP hand/NOUN together/ADV as/SCONJ if/SCONJ they/PRON are/AUX catch/VERB something/PRON#nan#0.0
a person throws an object with their right hand and catch an object with both hands.#a/DET person/NOUN throw/VERB an/DET object/NOUN with/ADP their/DET right/ADJ hand/NOUN and/CCONJ catch/VERB an/DET object/NOUN with/ADP both/DET hand/NOUN#0.0#0.0
"
6,123,"a person leans down with their hands in front of their head, trying to dodge something#a/DET person/NOUN lean/VERB down/ADP with/ADP their/DET hand/NOUN in/ADP front/NOUN of/ADP their/DET head/NOUN try/VERB to/PART dodge/VERB something/PRON#0.0#0.0
a person standing in a wide stance with bent arms in front in a blocking position ducks to his right#a/DET person/NOUN stand/VERB in/ADP a/DET wide/ADJ stance/NOUN with/ADP bent/ADJ arm/NOUN in/ADP front/NOUN in/ADP a/DET block/VERB position/NOUN duck/NOUN to/ADP his/DET right/NOUN#0.0#0.0
the figure looks like he is dodging something.#the/DET figure/NOUN look/VERB like/SCONJ he/PRON is/AUX dodge/VERB something/PRON#0.0#0.0
"
6,126,"the person is doing a t-pose#the/DET person/NOUN is/AUX do/VERB a/DET tpose/NOUN#0.0#0.0
a person is balancing on something.#a/DET person/NOUN is/AUX balance/VERB on/ADP something/PRON#0.0#0.0
a person with both its arm raised.#a/DET person/NOUN with/ADP both/CCONJ its/DET arm/NOUN raise/VERB#0.0#0.0
"
6,127,"a man runs forward to the right then walks backwards to the left.#a/DET man/NOUN run/VERB forward/ADV to/ADP the/DET right/NOUN then/ADV walk/VERB backwards/ADV to/ADP the/DET left/NOUN#0.0#5.0
a person runs forward and tries to catch a ball down by his ankles, then he backs up and does the same thing over again.#a/DET person/NOUN run/VERB forward/ADV and/CCONJ try/VERB to/PART catch/VERB a/DET ball/NOUN down/ADP by/ADP his/DET ankle/NOUN then/ADV he/PRON back/VERB up/ADP and/CCONJ does/AUX the/DET same/ADJ thing/NOUN over/ADV again/ADV#0.0#0.0
person seems to be practising some football moves#person/NOUN seem/VERB to/PART be/AUX practise/VERB some/DET football/NOUN move/NOUN#0.0#0.0
"
6,144,"a person is walking along a rocky path that is uneven.#a/DET person/NOUN is/AUX walk/VERB along/ADP a/DET rocky/ADJ path/NOUN that/DET is/AUX uneven/ADJ#0.0#0.0
a person steps up two stairs onto the platform and skips to his left, steps forward, then skips to his right.#a/DET person/NOUN step/VERB up/ADV two/NUM stair/NOUN onto/ADP the/DET platform/NOUN and/CCONJ skip/VERB to/ADP his/DET left/NOUN step/VERB forward/ADV then/ADV skip/VERB to/ADP his/DET right/NOUN#0.0#0.0
person walks up some steps then leeps to the other side and goes up a few more steps and jumps down#person/NOUN walk/VERB up/ADP some/DET step/NOUN then/ADV leep/VERB to/ADP the/DET other/ADJ side/NOUN and/CCONJ go/VERB up/ADP a/DET few/ADJ more/ADJ step/NOUN and/CCONJ jump/VERB down/ADP#0.0#0.0
"
6,155,"a person is standing facing forward and sways a little while moving their hands as if they were talking.#a/DET person/NOUN is/AUX stand/VERB face/VERB forward/ADV and/CCONJ sway/VERB a/DET little/ADJ while/SCONJ move/VERB their/DET hand/NOUN as/SCONJ if/SCONJ they/PRON were/AUX talk/VERB#0.0#0.0
no idea i am sorry#no/DET idea/NOUN i/PRON am/AUX sorry/ADJ#0.0#0.0
person flexing arms and moving them inwards twords chest.#person/NOUN flex/VERB arm/NOUN and/CCONJ move/VERB them/PRON inward/NOUN tword/NOUN chest/NOUN#0.0#0.0
"
6,158,"person looks to be controlling a vehicle with both hands on the steering wheel and uses their right hand to change gear#person/NOUN look/VERB to/PART be/AUX control/VERB a/DET vehicle/NOUN with/ADP both/DET hand/NOUN on/ADP the/DET steering/NOUN wheel/NOUN and/CCONJ use/VERB their/DET right/ADJ hand/NOUN to/PART change/VERB gear/NOUN#0.0#0.0
a person is squatted raising and lowering their arms#a/DET person/NOUN is/AUX squat/VERB raise/VERB and/CCONJ lower/VERB their/DET arm/NOUN#0.0#0.0
a person is sitting low in a seat, controlling a steering wheel in his hands.#a/DET person/NOUN is/AUX sit/VERB low/ADJ in/ADP a/DET seat/NOUN control/VERB a/DET steering/NOUN wheel/NOUN in/ADP his/DET hand/NOUN#0.0#0.0
"
6,159,"person is stretching by wrapping one arm around the other and having the stretching arm out to their side.#person/NOUN is/AUX stretch/VERB by/ADP wrap/VERB one/NUM arm/NOUN around/ADP the/DET other/ADJ and/CCONJ have/VERB the/DET stretch/VERB arm/NOUN out/ADP to/ADP their/DET side/NOUN#0.0#0.0
the figure brings the right arm across the body, pulls the right wrist with the left hand, returns arms to sides, then brings the left hand across the front of the body, pulls the left wrist with the right hand, then returns arms to sides.#the/DET figure/NOUN bring/VERB the/DET right/ADJ arm/NOUN across/ADP the/DET body/NOUN pull/VERB the/DET right/ADJ wrist/NOUN with/ADP the/DET left/ADJ hand/NOUN return/VERB arm/NOUN to/ADP side/NOUN then/ADV bring/VERB the/DET left/ADJ hand/NOUN across/ADP the/DET front/NOUN of/ADP the/DET body/NOUN pull/VERB the/DET left/ADJ wrist/NOUN with/ADP the/DET right/ADJ hand/NOUN then/ADV return/VERB arm/NOUN to/ADP side/NOUN#0.0#0.0
a person is standing doing alternating arm stretches.#a/DET person/NOUN is/AUX stand/VERB do/VERB alternate/VERB arm/NOUN stretch/NOUN#0.0#0.0
"
6,160,"person sits down then stands back up and repeats twice#person/NOUN sit/VERB down/ADV then/ADV stand/VERB back/ADV up/ADV and/CCONJ repeat/VERB twice/ADV#0.0#0.0
a person sits down slightly and gets back up.#a/DET person/NOUN sit/VERB down/ADP slightly/ADV and/CCONJ get/VERB back/ADV up/ADV#0.0#0.0
a person sits down and then stands up.#a/DET person/NOUN sit/VERB down/ADV and/CCONJ then/ADV stand/VERB up/ADP#0.0#0.0
"
6,165,"a person walks forward then stops#a/DET person/NOUN walk/VERB forward/ADV then/ADV stop/VERB#0.0#0.0
this person takes four steps forward in a straight line.#this/DET person/NOUN take/VERB four/NUM step/NOUN forward/ADV in/ADP a/DET straight/ADJ line/NOUN#0.0#0.0
a person starts to walk forward.#a/DET person/NOUN start/VERB to/PART walk/VERB forward/ADV#0.0#0.0
"
6,167,"a person crosses their arms then moves their hands#a/DET person/NOUN cross/VERB their/DET arm/NOUN then/ADV move/VERB their/DET hand/NOUN#0.0#0.0
person has their arms/hands touching something above their waist on the spot#person/NOUN has/AUX their/DET arm/NOUN hand/NOUN touch/VERB something/PRON above/ADP their/DET waist/NOUN on/ADP the/DET spot/NOUN#0.0#0.0
a person gestures opening something and then raises their arm.#a/DET person/NOUN gesture/VERB open/VERB something/PRON and/CCONJ then/ADV raise/VERB their/DET arm/NOUN#0.0#0.0
"
6,176,"a person spins in a circle, bends down, picks something up, then walks forward#a/DET person/NOUN spin/VERB in/ADP a/DET circle/NOUN bend/VERB down/ADP pick/VERB something/PRON up/ADP then/ADV walk/VERB forward/ADV#0.0#0.0
a person raises up from a crouch, turns around counter-clockwise, takes a step forward, leans down and appears to move something on the ground with their right arm from right to left, then stands upright and takes four steps forward.#a/DET person/NOUN raise/VERB up/ADP from/ADP a/DET crouch/NOUN turn/VERB around/ADV counterclockwise/NOUN take/VERB a/DET step/NOUN forward/ADV lean/VERB down/ADV and/CCONJ appear/VERB to/PART move/VERB something/PRON on/ADP the/DET ground/NOUN with/ADP their/DET right/ADJ arm/NOUN from/ADP right/NOUN to/ADP left/NOUN then/ADV stand/VERB upright/ADJ and/CCONJ take/VERB four/NUM step/NOUN forward/ADV#0.0#0.0
person walks up to something and picks it up from the floor and places it onto something else#person/NOUN walk/VERB up/ADV to/ADP something/PRON and/CCONJ pick/VERB it/PRON up/ADP from/ADP the/DET floor/NOUN and/CCONJ place/VERB it/PRON onto/ADP something/PRON else/ADV#0.0#0.0
"
6,184,"a husky individual takes some wide sideways steps forward, swivels on his heel, and takes some steps backward.#a/DET husky/ADJ individual/NOUN take/VERB some/DET wide/ADJ sideway/NOUN step/NOUN forward/ADV swivel/NOUN on/ADP his/DET heel/NOUN and/CCONJ take/VERB some/DET step/NOUN backward/ADV#0.0#0.0
a person carefully walking in a diaginal and then turns and walks backwards.#a/DET person/NOUN carefully/ADV walk/VERB in/ADP a/DET diaginal/NOUN and/CCONJ then/ADV turn/VERB and/CCONJ walk/VERB backwards/ADV#0.0#0.0
a person sidesteps to the left then walks backwards#a/DET person/NOUN sidestep/VERB to/ADP the/DET left/NOUN then/ADV walk/VERB backwards/ADV#0.0#0.0
"
6,200,"a person turns around to the right and continues to walk in a u shape.#a/DET person/NOUN turn/VERB around/ADP to/ADP the/DET right/NOUN and/CCONJ continue/VERB to/PART walk/VERB in/ADP a/DET u/PROPN shape/NOUN#nan#0.0
a person walks in an arc while swinging their shoulders#a/DET person/NOUN walk/VERB in/ADP an/DET arc/NOUN while/SCONJ swinge/VERB their/DET shoulder/NOUN#0.0#0.0
person is walking with a limp to their left#person/NOUN is/AUX walk/VERB with/ADP a/DET limp/NOUN to/ADP their/DET left/NOUN#0.0#0.0
"
6,213,"a man walks forward knocks on a door then turns around and walks away.#a/DET man/NOUN walk/VERB forward/ADV knock/VERB on/ADP a/DET door/NOUN then/ADV turn/VERB around/ADV and/CCONJ walk/VERB away/ADV#0.0#0.0
a person knocks on a door#a/DET person/NOUN knock/VERB on/ADP a/DET door/NOUN#0.0#0.0
the person walks forward, makes a knocking motion with its’ hand and walks back to the starting position.#the/DET person/NOUN walk/VERB forward/ADV make/VERB a/DET knocking/NOUN motion/NOUN with/ADP its/DET hand/NOUN and/CCONJ walk/VERB back/ADV to/ADP the/DET starting/NOUN position/NOUN#0.0#0.0
"
6,215,"a man leans to his left, straightens and walks forward.#a/DET man/NOUN lean/VERB to/ADP his/DET left/NOUN straighten/NOUN and/CCONJ walk/VERB forward/ADV#0.0#0.0
a person walks forward slowly.#a/DET person/NOUN walk/VERB forward/ADV slowly/ADV#0.0#0.0
person walks forwards casually with arms slightly swinging.#person/NOUN walk/VERB forwards/ADV casually/ADV with/ADP arm/NOUN slightly/ADV swinge/VERB#0.0#0.0
"
6,216,"as a person is walking forward, he bends down to squat and touch the ground.#as/SCONJ a/DET person/NOUN is/AUX walk/VERB forward/ADV he/PRON bend/VERB down/ADP to/ADP squat/VERB and/CCONJ touch/VERB the/DET ground/NOUN#0.0#0.0
a man walks foward then squats then gets back up then walks forward again.#a/DET man/NOUN walk/VERB foward/ADJ then/ADV squat/NOUN then/ADV get/VERB back/ADV up/ADV then/ADV walk/VERB forward/ADV again/ADV#0.0#4.0
a person steps forward, squats down, recovers and repeats the motion then turns around and takes a step and squats down.#a/DET person/NOUN step/VERB forward/ADV squat/VERB down/ADP recover/NOUN and/CCONJ repeat/VERB the/DET motion/NOUN then/ADV turn/VERB around/ADV and/CCONJ take/VERB a/DET step/NOUN and/CCONJ squat/VERB down/ADP#0.0#0.0
"
6,226,"a person raises both arms and imitates claws with their hands.#a/DET person/NOUN raise/VERB both/DET arm/NOUN and/CCONJ imitate/NOUN claw/NOUN with/ADP their/DET hand/NOUN#0.0#0.0
a person makes several small gestures with their hands while hunching their shoulders.#a/DET person/NOUN make/VERB several/ADJ small/ADJ gesture/NOUN with/ADP their/DET hand/NOUN while/SCONJ hunch/VERB their/DET shoulder/NOUN#0.0#0.0
a person raises their shoulders and lifts their forearms while curling their hands and fingers close to shoulder-level, and makes small digging motions.#a/DET person/NOUN raise/VERB their/DET shoulder/NOUN and/CCONJ lift/VERB their/DET forearm/NOUN while/SCONJ curl/VERB their/DET hand/NOUN and/CCONJ finger/NOUN close/ADJ to/PART shoulderlevel/ADJ and/CCONJ make/VERB small/ADJ dig/VERB motion/NOUN#0.0#0.0
"
6,227,"a person standing raises both arms in front of them to be parallel to the floor.#a/DET person/NOUN stand/VERB raise/VERB both/DET arm/NOUN in/ADP front/NOUN of/ADP them/PRON to/PART be/AUX parallel/ADJ to/ADP the/DET floor/NOUN#0.0#0.0
raise both arms simultaneously with little spirit, keep them there for a moment and drop them lifelessly#raise/VERB both/DET arm/NOUN simultaneously/ADV with/ADP little/ADJ spirit/NOUN keep/VERB them/PRON there/ADV for/ADP a/DET moment/NOUN and/CCONJ drop/VERB them/PRON lifelessly/ADV#0.0#0.0
someone picking up a item on the shelf#someone/PRON pick/VERB up/ADP a/DET item/NOUN on/ADP the/DET shelf/NOUN#0.0#0.0
"
6,237,"a person is jumping up and down.#a/DET person/NOUN is/AUX jump/VERB up/ADP and/CCONJ down/ADV#0.0#0.0
a person jumps up and down over and over again.#a/DET person/NOUN jump/VERB up/ADV and/CCONJ down/ADV over/ADV and/CCONJ over/ADV again/ADV#0.0#0.0
a person standing up straight hops in place a few times with arms to the sides.#a/DET person/NOUN stand/VERB up/ADP straight/ADJ hop/NOUN in/ADP place/NOUN a/DET few/ADJ time/NOUN with/ADP arm/NOUN to/ADP the/DET side/NOUN#0.0#0.0
"
6,242,"two arms are brought down to their hips and played around with he right hand#two/NUM arm/NOUN are/AUX bring/VERB down/ADP to/ADP their/DET hip/NOUN and/CCONJ play/VERB around/ADV with/ADP he/PRON right/ADJ hand/NOUN#0.0#0.0
a person puts their left arm out in front of them and moves it as if arraigning things on shelves.#a/DET person/NOUN put/VERB their/DET left/ADJ arm/NOUN out/ADP in/ADP front/NOUN of/ADP them/PRON and/CCONJ move/VERB it/PRON as/SCONJ if/SCONJ arraign/VERB thing/NOUN on/ADP shelf/NOUN#0.0#0.0
person is pressing some buttons in an order like a passcode#person/NOUN is/AUX press/VERB some/DET button/NOUN in/ADP an/DET order/NOUN like/SCONJ a/DET passcode/NOUN#0.0#0.0
"
6,272,"a person standing and then doing jumping jacks.#a/DET person/NOUN stand/VERB and/CCONJ then/ADV do/VERB jump/VERB jack/NOUN#0.0#0.0
person looks like their doing jumping jacks#person/NOUN look/VERB like/SCONJ their/DET do/VERB jump/VERB jack/NOUN#0.0#0.0
a person standing does a squat, then jumps and reaches with both hands above their head, and then returns to the squat position to repeat movement.#a/DET person/NOUN stand/VERB does/AUX a/DET squat/NOUN then/ADV jump/VERB and/CCONJ reach/VERB with/ADP both/DET hand/NOUN above/ADP their/DET head/NOUN and/CCONJ then/ADV return/VERB to/ADP the/DET squat/ADJ position/NOUN to/PART repeat/VERB movement/NOUN#0.0#0.0
"
6,281,"a man jumps up and down 10 times.#a/DET man/NOUN jump/VERB up/ADV and/CCONJ down/ADV time/NOUN#0.0#0.0
he is jumping very fast.#he/PRON is/AUX jump/VERB very/ADV fast/ADV#0.0#0.0
a man jumps in place several times while letting his arms swing.#a/DET man/NOUN jump/VERB in/ADP place/NOUN several/ADJ time/NOUN while/SCONJ let/VERB his/DET arm/NOUN swing/NOUN#0.0#0.0
"
6,282,"a person waves their right hand.#a/DET person/NOUN wave/VERB their/DET right/ADJ hand/NOUN#0.0#0.0
person uses their right arm to wave#person/NOUN use/VERB their/DET right/ADJ arm/NOUN to/PART wave/VERB#0.0#0.0
person waving their right hand.#person/NOUN wave/VERB their/DET right/ADJ hand/NOUN#0.0#0.0
"
6,285,"person is hopping on one foot with their arms out then switches to do the same on their other foot#person/NOUN is/AUX hop/VERB on/ADP one/NUM foot/NOUN with/ADP their/DET arm/NOUN out/ADV then/ADV switch/VERB to/PART do/AUX the/DET same/ADJ on/ADP their/DET other/ADJ foot/NOUN#0.0#0.0
a person hops on their left foot, balances then hops on the right one.#a/DET person/NOUN hop/VERB on/ADP their/DET left/ADJ foot/NOUN balance/NOUN then/ADV hop/VERB on/ADP the/DET right/ADJ one/NOUN#0.0#0.0
the person starts standing on one leg and hops with the second leg held up off the ground then repeats the action with the opposite leg.#the/DET person/NOUN start/VERB stand/VERB on/ADP one/NUM leg/NOUN and/CCONJ hop/VERB with/ADP the/DET second/ADJ leg/NOUN hold/VERB up/ADP off/ADP the/DET ground/NOUN then/ADV repeat/VERB the/DET action/NOUN with/ADP the/DET opposite/ADJ leg/NOUN#0.0#0.0
"
6,295,"a person jumps up and down three times#a/DET person/NOUN jump/VERB up/ADV and/CCONJ down/ADV three/NUM time/NOUN#0.0#0.0
a person jumps up and down several times.#a/DET person/NOUN jump/VERB up/ADV and/CCONJ down/ADP several/ADJ time/NOUN#0.0#0.0
a person jumps up and down.#a/DET person/NOUN jump/VERB up/ADV and/CCONJ down/ADV#0.0#0.0
"
6,296,"person walks with their hands pointing slightly backwards and arms swinging#person/NOUN walk/VERB with/ADP their/DET hand/NOUN point/VERB slightly/ADV backwards/ADV and/CCONJ arm/NOUN swinging/NOUN#0.0#0.0
a person walks in a steady slow pace with one foot in front of the other.#a/DET person/NOUN walk/VERB in/ADP a/DET steady/ADJ slow/ADJ pace/NOUN with/ADP one/NUM foot/NOUN in/ADP front/NOUN of/ADP the/DET other/ADJ#0.0#0.0
a man walks slowly on a treadmill.#a/DET man/NOUN walk/VERB slowly/ADV on/ADP a/DET treadmill/NOUN#0.0#0.0
"
6,298,"a person stands and then pretends to play a violin on his right shoulder.#a/DET person/NOUN stand/VERB and/CCONJ then/ADV pretend/VERB to/PART play/VERB a/DET violin/NOUN on/ADP his/DET right/ADJ shoulder/NOUN#0.0#0.0
person is holding a violin with their left arm and the stick with their right#person/NOUN is/AUX hold/VERB a/DET violin/NOUN with/ADP their/DET left/ADJ arm/NOUN and/CCONJ the/DET stick/NOUN with/ADP their/DET right/NOUN#0.0#0.0
a person raises their left arm as if holding a violin and then raises their right arm as if running a bow across and back once.#a/DET person/NOUN raise/VERB their/DET left/ADJ arm/NOUN as/SCONJ if/SCONJ hold/VERB a/DET violin/NOUN and/CCONJ then/ADV raise/VERB their/DET right/ADJ arm/NOUN as/SCONJ if/SCONJ run/VERB a/DET bow/NOUN across/ADP and/CCONJ back/VERB once/ADV#0.0#0.0
"
6,303,"a person is standing and moving their arm in and outwardly.#a/DET person/NOUN is/AUX stand/VERB and/CCONJ move/VERB their/DET arm/NOUN in/ADV and/CCONJ outwardly/ADV#0.0#0.0
person places hand on belly and then removes his hand from belly area.#person/NOUN place/VERB hand/NOUN on/ADP belly/NOUN and/CCONJ then/ADV remove/VERB his/DET hand/NOUN from/ADP belly/NOUN area/NOUN#0.0#0.0
a person holds their left arm to their stomach#a/DET person/NOUN hold/VERB their/DET left/ADJ arm/NOUN to/ADP their/DET stomach/NOUN#0.0#0.0
"
6,313,"a person holds both hands up towards their face, as if cradling a baby.#a/DET person/NOUN hold/VERB both/DET hand/NOUN up/ADP towards/ADP their/DET face/NOUN as/SCONJ if/SCONJ cradle/VERB a/DET baby/NOUN#0.0#0.0
a man stands firm holding something then twists hips left to right.#a/DET man/NOUN stand/VERB firm/ADJ hold/VERB something/PRON then/ADV twist/VERB hip/NOUN left/VERB to/ADP right/ADJ#0.0#0.0
person is holding something like a trophy and is showing it#person/NOUN is/AUX hold/VERB something/PRON like/SCONJ a/DET trophy/NOUN and/CCONJ is/AUX show/VERB it/PRON#0.0#0.0
"
6,328,"a person is standing and clapping.#a/DET person/NOUN is/AUX stand/VERB and/CCONJ clap/VERB#0.0#0.0
a person claps their hands together#a/DET person/NOUN clap/VERB their/DET hand/NOUN together/ADV#0.0#0.0
someone stands still and claps with their hands in front of their torso.#someone/PRON stand/VERB still/ADV and/CCONJ clap/NOUN with/ADP their/DET hand/NOUN in/ADP front/NOUN of/ADP their/DET torso/NOUN#nan#nan
"
6,329,"someone is holding their arms together in front of them moving them up and down while rocking back and forth.#someone/PRON is/AUX hold/VERB their/DET arm/NOUN together/ADV in/ADP front/NOUN of/ADP them/PRON move/VERB them/PRON up/ADP and/CCONJ down/ADV while/SCONJ rock/VERB back/ADV and/CCONJ forth/ADV#0.0#0.0
a person holds their hands together and raises and lowers them repeatedly#a/DET person/NOUN hold/VERB their/DET hand/NOUN together/ADV and/CCONJ raise/VERB and/CCONJ lower/VERB them/PRON repeatedly/ADV#0.0#0.0
person looks to be holding a weapon or object and swinging it up and down whilst taking a step forwards and backwards#person/NOUN look/VERB to/PART be/AUX hold/VERB a/DET weapon/NOUN or/CCONJ object/NOUN and/CCONJ swinge/VERB it/PRON up/ADP and/CCONJ down/ADV whilst/SCONJ take/VERB a/DET step/NOUN forwards/ADV and/CCONJ backwards/ADV#0.0#0.0
"
6,331,"a duo-colored stick figure walks around calmly on a square plane.#a/DET duocolore/VERB stick/NOUN figure/NOUN walk/VERB around/ADP calmly/ADV on/ADP a/DET square/ADJ plane/NOUN#0.0#0.0
person walks around in a circle at normal speed#person/NOUN walk/VERB around/ADV in/ADP a/DET circle/NOUN at/ADP normal/ADJ speed/NOUN#0.0#0.0
a man walks in a circle counter-clockwise.#a/DET man/NOUN walk/VERB in/ADP a/DET circle/NOUN counterclockwise/NOUN#0.0#0.0
"
6,336,"a person lowers their left raised hand, shuffles their feet and braces them apart, and then raises both forearms in front.#a/DET person/NOUN lower/VERB their/DET left/ADJ raise/VERB hand/NOUN shuffle/VERB their/DET foot/NOUN and/CCONJ brace/VERB them/PRON apart/ADV and/CCONJ then/ADV raise/VERB both/DET forearm/NOUN in/ADP front/NOUN#0.0#0.0
a person bends their hands at the elbows, lowers them, then bends again#a/DET person/NOUN bend/VERB their/DET hand/NOUN at/ADP the/DET elbow/NOUN lower/VERB them/PRON then/ADV bend/VERB again/ADV#0.0#0.0
a man does bicep curls with both arms.#a/DET man/NOUN does/AUX bicep/NOUN curl/NOUN with/ADP both/DET arm/NOUN#0.0#0.0
"
6,337,"a person walks forward with big steps#a/DET person/NOUN walk/VERB forward/ADV with/ADP big/ADJ step/NOUN#0.0#0.0
a blue and red stick figure walks towards black srean.#a/DET blue/ADJ and/CCONJ red/ADJ stick/NOUN figure/NOUN walk/VERB towards/ADP black/ADJ srean/PROPN#0.0#0.0
"
6,344,"person is balancing on left leg and kicking their leg about#person/NOUN is/AUX balance/VERB on/ADP left/ADJ leg/NOUN and/CCONJ kick/VERB their/DET leg/NOUN about/ADP#0.0#0.0
a person is performing some leg stretches with the help of a support device.#a/DET person/NOUN is/AUX perform/VERB some/DET leg/NOUN stretch/NOUN with/ADP the/DET help/NOUN of/ADP a/DET support/NOUN device/NOUN#0.0#0.0
someone stands on one foot and kicks the other foot around in the air.#someone/PRON stand/VERB on/ADP one/NUM foot/NOUN and/CCONJ kick/VERB the/DET other/ADJ foot/NOUN around/ADV in/ADP the/DET air/NOUN#0.0#0.0
"
6,346,"the figure places an object from left to the right.#the/DET figure/NOUN place/VERB an/DET object/NOUN from/ADP left/VERB to/ADP the/DET right/NOUN#0.0#0.0
a person picks something up then sets it to the side#a/DET person/NOUN pick/VERB something/PRON up/ADV then/ADV set/VERB it/PRON to/ADP the/DET side/NOUN#0.0#0.0
person lifts an object then places it to their right#person/NOUN lift/VERB an/DET object/NOUN then/ADV place/VERB it/PRON to/ADP their/DET right/NOUN#0.0#0.0
"
6,348,"a person walks forward while raising their right arm.#a/DET person/NOUN walk/VERB forward/ADV while/SCONJ raise/VERB their/DET right/ADJ arm/NOUN#0.0#0.0
a person walks forward while putting their right arm on something for support#a/DET person/NOUN walk/VERB forward/ADV while/SCONJ put/VERB their/DET right/ADJ arm/NOUN on/ADP something/PRON for/ADP support/NOUN#0.0#0.0
a person takes unsteady steps forward while using right arm rail to support weight.#a/DET person/NOUN take/VERB unsteady/ADJ step/NOUN forward/ADV while/SCONJ use/VERB right/ADJ arm/NOUN rail/NOUN to/PART support/VERB weight/NOUN#0.0#0.0
"
6,349,"person is holding onto something and moving around erratically with it looking like their trying to dodge something/someone with it#person/NOUN is/AUX hold/VERB onto/ADP something/PRON and/CCONJ move/VERB around/ADP erratically/ADV with/ADP it/PRON look/VERB like/SCONJ their/DET try/VERB to/PART dodge/VERB something/PRON someone/PRON with/ADP it/PRON#0.0#0.0
someone is holding an object in their hands while trying to evade someone, possibly playing basketball.#someone/PRON is/AUX hold/VERB an/DET object/NOUN in/ADP their/DET hand/NOUN while/SCONJ try/VERB to/PART evade/VERB someone/PRON possibly/ADV play/VERB basketball/NOUN#0.0#0.0
a person pivots their right foot in multiple directions, rotating their body while keeping their left foot anchored in one spot.#a/DET person/NOUN pivot/VERB their/DET right/ADJ foot/NOUN in/ADP multiple/ADJ direction/NOUN rotate/VERB their/DET body/NOUN while/SCONJ keep/VERB their/DET left/ADJ foot/NOUN anchor/VERB in/ADP one/NUM spot/NOUN#0.0#0.0
"
6,362,"a person bounces in places alternating feet.#a/DET person/NOUN bounce/VERB in/ADP place/NOUN alternate/VERB foot/NOUN#0.0#0.0
move left leg forward and backward while keeping both arms in a running position, increase pace of leg movement until both legs are jumping back in forth, in place. stop movement abruptly#move/VERB left/VERB leg/NOUN forward/ADV and/CCONJ backward/ADV while/SCONJ keep/VERB both/DET arm/NOUN in/ADP a/DET running/ADJ position/NOUN increase/VERB pace/NOUN of/ADP leg/NOUN movement/NOUN until/ADP both/DET leg/NOUN are/AUX jump/VERB back/ADV in/ADV forth/ADV in/ADP place/NOUN stop/VERB movement/NOUN abruptly/ADV#0.0#0.0
person runs on the spot by switching their legs around and swinging their arms#person/NOUN run/VERB on/ADP the/DET spot/NOUN by/ADP switch/VERB their/DET leg/NOUN around/ADV and/CCONJ swinge/VERB their/DET arm/NOUN#0.0#0.0
"
6,363,"person drops something from their hands and kicks it#person/NOUN drop/VERB something/PRON from/ADP their/DET hand/NOUN and/CCONJ kick/VERB it/PRON#0.0#0.0
a person kicks something while holding up one hand#a/DET person/NOUN kick/VERB something/PRON while/SCONJ hold/VERB up/ADP one/NUM hand/NOUN#0.0#0.0
a person clasps their hands then unclasps them and then kicks something with their right foot.#a/DET person/NOUN clasp/VERB their/DET hand/NOUN then/ADV unclasp/VERB them/PRON and/CCONJ then/ADV kick/VERB something/PRON with/ADP their/DET right/ADJ foot/NOUN#0.0#0.0
"
